timestamp,4132202a,4132202b,4096834a,4096834b,4143990a,4143990b,4096838a,4096838b,4096906a,4096906b,4161262a,4161262b,4096842a,4096842b,4096846a,4096846b,4133374a,4133374b,4096850a,4096850b,4096854a,4096854b,4144010a,4144010b,4166510a,4166510b,4144030a,4144030b,4096862a,4096862b,4177252a,4177252b,4096938a,4096938b,4144034a,4144034b,4096870a,4096870b,4096998a,4096998b,4096930a,4096930b,4096878a,4096878b,4096882a,4096882b,4096886a,4096886b,4096890a,4096890b,4143982a,4143982b,4143974a,4143974b,4096898a,4096898b,4097058a,4097058b,4096934a,4096934b,4096830a,4096830b
1469713371,4,15,5,16,6,17,9,19,10,21,11,21,12,22,1,13,1,14,2,15,3,16,4,17,8,21,9,22,10,23,11,24,11,25,1,12,1,13,1,14,2,15,3,16,5,18,7,20,9,22,1,10,1,12,2,13,3,14,4,15,4,15
1469713381,4,15,5,16,6,17,8,19,10,21,11,21,12,22,1,13,1,14,2,15,2,16,3,17,8,21,9,22,10,23,11,24,11,24,1,12,1,13,1,14,2,14,3,16,5,17,7,20,9,21,1,10,1,11,2,12,3,14,4,15,4,15
1469713391,4,15,5,16,6,17,8,19,10,20,11,21,11,22,1,13,1,13,1,15,2,15,3,17,8,21,8,22,10,23,10,24,11,24,12,25,1,12,1,13,2,14,3,15,5,17,7,19,9,21,10,23,1,11,2,12,3,14,4,15,4,15
1469713401,3,14,4,16,5,17,8,19,9,20,10,21,11,22,12,23,1,13,1,14,2,15,3,16,7,20,8,21,10,22,10,23,11,24,12,25,1,12,1,13,2,14,3,15,5,17,7,19,8,21,10,22,1,11,1,12,3,14,4,14,4,15
1469713411,3,14,4,15,5,17,7,19,9,20,10,21,11,22,12,23,1,13,1,14,2,15,3,16,7,20,8,21,9,22,10,23,11,24,11,24,1,12,1,13,1,14,2,15,4,17,7,19,8,21,10,22,1,11,1,12,3,13,3,14,4,14
1469713421,2,14,4,15,5,16,7,19,9,20,9,21,10,22,12,23,1,12,1,14,1,14,3,16,7,20,8,21,9,22,10,23,10,23,11,24,1,12,1,13,1,14,2,15,4,17,6,19,8,21,10,22,1,11,1,12,3,13,3,14,4,14
1469713431,2,14,3,15,4,16,7,18,8,20,9,21,10,22,11,23,12,24,1,13,1,14,2,15,7,20,8,20,9,22,10,22,10,23,11,24,1,12,1,13,1,13,2,15,4,17,6,19,8,20,9,22,1,11,1,12,2,13,3,14,3,14
1469713441,2,14,3,15,4,16,7,18,8,20,9,20,10,21,11,23,12,23,1,13,1,14,2,15,7,19,7,20,9,22,9,22,10,23,11,24,1,11,1,12,1,13,2,14,4,16,6,19,8,20,9,22,1,11,1,11,2,13,3,14,3,14
1469713451,2,13,3,15,4,16,6,18,8,19,9,20,10,21,11,22,12,23,1,13,1,14,2,15,7,19,7,20,9,21,9,22,10,23,11,23,11,24,1,12,1,13,2,14,4,16,6,18,8,20,9,22,10,23,1,11,2,13,3,14,3,14
1469713461,2,13,3,15,4,16,6,18,8,19,8,20,9,21,11,22,11,23,1,13,1,13,2,15,6,19,7,20,8,21,9,22,10,22,10,23,11,24,1,12,1,13,2,14,4,16,6,18,8,20,9,21,10,23,1,11,2,13,3,14,3,14
1469713471,1,13,3,14,4,15,6,18,7,19,8,20,9,21,10,22,11,23,1,13,1,13,2,14,6,19,7,20,8,21,9,22,9,22,10,23,11,24,1,12,1,13,2,14,4,16,6,18,7,20,9,21,10,22,1,11,2,13,2,13,3,14
1469713481,1,13,3,14,4,15,6,17,7,19,8,20,9,21,10,22,11,23,1,12,1,13,2,14,6,19,7,19,8,21,9,21,9,22,10,23,11,23,1,12,1,13,2,14,3,16,6,18,7,20,9,21,10,22,1,11,1,12,2,13,2,13
1469713491,1,13,2,14,3,15,6,17,7,19,8,19,9,20,10,22,11,22,1,12,1,13,1,14,6,19,7,19,8,21,9,21,9,22,10,23,11,23,1,12,1,12,1,14,3,16,5,18,7,19,9,21,10,22,1,11,1,12,2,13,2,13
1469713501,1,13,2,14,3,15,6,17,7,18,8,19,9,20,10,21,11,22,12,23,1,13,1,14,6,18,6,19,8,20,8,21,9,22,10,23,10,23,11,24,1,12,1,13,3,15,5,17,7,19,8,21,10,22,1,11,1,12,2,13,2,13
1469713511,1,12,2,14,3,15,5,17,7,18,8,19,9,20,10,21,11,22,12,23,1,13,1,14,6,18,6,19,8,20,8,21,9,22,10,22,10,23,11,24,1,12,1,13,3,15,5,17,7,19,8,21,10,22,1,10,1,12,2,13,2,13
1469713521,1,12,2,13,3,14,5,17,7,18,8,19,8,20,10,21,11,22,12,23,1,13,1,14,5,18,6,19,7,20,8,21,9,21,9,22,10,23,11,24,12,25,1,13,3,15,5,17,7,19,8,20,9,22,10,23,1,12,1,13,2,13
1469713531,1,12,2,13,3,14,5,17,7,18,7,19,8,20,10,21,10,22,12,23,1,12,1,14,5,18,6,19,7,20,8,21,8,21,9,22,10,23,11,24,12,25,1,13,2,15,4,17,6,19,7,20,9,21,10,22,1,11,1,12,1,12
1469713541,1,12,2,13,3,14,5,16,6,18,7,19,8,19,9,21,10,22,12,23,12,24,1,13,5,18,6,19,7,20,8,20,8,21,9,22,10,23,11,24,12,24,1,13,2,15,4,17,6,19,7,20,9,21,10,22,1,11,1,12,1,12
1469713551,1,12,2,13,3,14,5,16,6,17,7,18,8,19,9,20,10,21,11,23,12,23,1,13,5,18,6,18,7,20,7,20,8,21,9,22,10,22,11,23,11,24,12,25,1,14,4,17,6,18,7,20,8,21,9,22,1,11,1,12,1,12
1469713561,1,11,2,13,3,14,5,16,6,17,7,18,8,19,9,20,10,21,11,22,12,23,1,13,5,18,5,18,7,20,7,20,8,21,9,22,9,22,10,23,11,24,12,25,1,14,4,16,5,18,7,20,8,21,9,22,1,11,1,11,1,12
1469713571,11,22,1,12,2,14,4,16,6,17,7,18,7,19,9,20,10,21,11,22,12,23,1,13,4,17,5,18,7,19,7,20,8,20,9,21,9,22,10,23,11,24,12,25,1,14,3,16,5,18,7,19,8,21,9,22,1,10,1,11,1,11
1469713581,11,22,1,12,2,13,4,16,6,17,6,18,7,19,9,20,9,21,11,22,11,23,1,13,4,17,5,18,6,19,7,20,8,20,8,21,9,22,10,23,11,24,12,25,1,14,3,16,5,18,6,19,8,20,9,21,1,10,1,11,1,11
1469713591,11,22,1,12,2,13,4,16,5,17,6,18,7,19,8,20,9,21,10,22,11,23,1,12,4,17,5,18,6,19,7,19,7,20,8,21,9,22,10,23,11,23,12,24,1,14,3,16,5,18,6,19,7,20,8,21,1,10,1,11,1,11
1469713601,11,21,1,12,1,13,4,15,5,17,6,18,7,18,8,20,9,21,10,22,11,23,1,12,4,17,5,17,6,19,7,19,7,20,8,21,9,21,10,22,11,23,12,24,1,14,3,16,5,17,6,19,7,20,8,21,10,23,1,11,1,11
1469713611,11,21,1,12,1,13,3,15,4,17,5,17,6,18,8,20,8,20,10,22,11,22,1,12,4,16,5,17,6,18,7,19,7,19,8,20,9,21,10,22,10,23,11,24,1,13,3,16,4,17,6,19,7,20,8,21,10,22,1,10,1,11
1469713621,10,21,12,22,1,13,3,15,4,16,5,17,6,18,7,19,8,20,9,21,10,22,1,11,4,16,4,17,6,18,6,19,7,19,8,20,8,21,9,22,10,22,11,23,1,13,2,15,4,17,6,19,7,20,8,21,9,22,1,10,1,10
1469713631,10,21,12,22,1,13,3,15,4,16,5,17,6,18,7,19,8,20,9,21,10,22,1,11,4,16,4,16,6,18,6,18,7,19,8,20,8,20,9,21,10,22,11,23,1,13,2,15,4,17,5,18,7,20,8,21,9,22,1,10,1,10
1469713641,10,21,11,22,1,12,2,15,4,16,5,17,6,18,7,19,8,20,9,21,10,22,1,11,3,16,4,16,5,18,6,18,7,19,8,20,8,20,9,21,10,22,11,23,1,13,2,15,4,17,5,18,7,20,7,20,9,22,1,10,1,10
1469713651,10,20,11,22,1,12,2,14,4,16,5,17,5,18,7,19,8,20,9,21,10,22,11,23,3,15,4,16,5,17,6,18,6,19,7,19,8,20,9,21,10,22,11,23,1,13,2,15,4,17,5,18,6,19,7,20,9,22,10,23,1,10
1469713661,10,20,11,21,1,12,2,14,3,16,4,17,5,17,6,19,7,19,9,21,9,21,11,23,3,15,4,16,5,17,6,18,6,18,7,19,8,20,9,21,10,22,11,23,1,13,2,15,4,16,5,18,6,19,7,20,9,22,10,22,1,10
1469713671,10,20,11,21,1,12,2,14,3,15,4,16,5,17,6,18,7,19,8,21,9,21,10,22,3,15,4,16,5,17,6,18,6,18,7,19,8,20,9,21,9,21,10,22,1,12,2,15,3,16,5,18,6,19,7,20,9,21,9,22,1,10
1469713681,9,20,11,21,1,12,2,14,3,15,4,16,5,17,6,18,7,19,8,20,9,21,10,22,3,15,3,15,5,17,5,17,6,18,7,19,7,19,9,20,9,21,10,22,1,12,1,14,3,16,5,18,6,19,7,20,8,21,9,22,9,22
1469713691,9,20,10,21,11,22,2,14,3,15,4,16,5,17,6,18,7,19,8,20,9,21,10,22,3,14,3,15,5,17,5,17,6,18,7,19,7,19,8,20,9,21,10,22,1,12,2,14,3,16,5,17,6,19,7,20,8,21,9,22,9,22
1469713701,9,20,10,21,11,22,1,14,3,15,4,16,5,17,6,18,7,19,8,20,9,21,10,22,2,14,3,15,4,16,5,17,6,18,7,18,7,19,8,20,9,21,10,22,1,12,1,14,3,16,5,17,6,18,7,19,8,21,9,22,9,22
1469713711,9,20,10,21,11,22,1,13,2,15,3,16,4,16,5,18,6,19,7,20,8,21,9,22,2,14,3,15,4,16,5,17,6,17,6,18,7,19,8,20,9,20,10,21,12,24,1,14,3,16,5,17,6,18,7,19,8,21,9,22,9,22
1469713721,9,19,10,21,11,22,1,13,2,15,3,15,4,16,5,18,6,18,7,20,8,20,9,22,2,14,3,14,4,16,5,16,5,17,6,18,7,18,8,20,9,20,10,21,12,23,1,14,3,16,4,17,6,18,7,19,8,21,9,21,9,22
1469713731,9,19,10,20,11,22,1,13,2,14,3,15,4,16,5,17,6,18,7,19,8,20,9,21,2,14,3,14,4,16,5,16,5,17,6,18,7,18,8,19,8,20,9,21,11,23,1,14,3,15,4,17,5,18,6,19,8,20,9,21,9,21
1469713741,8,19,10,20,11,21,1,13,1,14,3,15,3,16,4,17,6,18,7,19,7,20,9,21,2,13,2,14,4,15,4,16,5,16,6,17,6,18,8,19,8,20,9,21,11,23,1,13,3,15,4,17,5,18,6,19,8,20,9,21,9,21
1469713751,8,19,9,20,10,21,1,13,1,14,2,15,3,16,4,17,5,18,6,19,7,20,8,21,2,13,2,14,4,15,4,16,5,16,6,17,6,18,7,19,8,20,9,21,11,23,1,13,3,15,4,16,5,18,6,19,8,20,8,21,9,21
1469713761,8,19,9,20,10,21,1,13,1,14,2,15,3,16,4,17,5,18,6,19,7,20,8,21,1,13,2,14,3,15,4,15,5,16,6,17,6,18,7,19,8,19,9,20,11,22,1,13,2,15,4,16,5,18,6,18,7,20,8,21,8,21
1469713771,8,19,9,20,10,21,1,12,1,14,2,15,3,15,4,17,5,17,6,19,7,19,8,21,1,12,2,13,3,15,4,15,4,16,5,17,6,17,7,18,8,19,9,20,11,22,1,13,2,15,3,16,5,17,6,18,7,20,8,21,8,21
1469713781,8,18,9,20,10,21,1,12,1,13,2,14,2,15,4,16,5,17,6,19,7,19,8,21,1,12,2,13,3,14,4,15,4,16,5,16,6,17,7,18,8,19,9,20,11,22,1,13,2,15,3,16,5,17,5,18,7,20,8,20,8,21
1469713791,8,18,9,19,10,21,1,12,1,13,1,14,2,15,3,16,4,17,6,18,6,19,8,20,1,12,2,13,3,14,4,15,4,15,5,16,6,17,7,18,7,19,8,20,10,22,1,13,2,14,3,16,4,17,5,18,7,19,8,20,8,20
1469713801,7,18,8,19,10,20,12,22,1,13,1,14,2,15,3,16,4,17,5,18,6,19,7,20,1,12,1,13,2,14,3,15,3,15,4,16,5,17,6,18,7,18,8,19,10,21,12,24,1,14,3,15,4,17,5,17,7,19,7,20,8,20
1469713811,7,18,8,19,9,20,12,22,1,13,1,14,2,15,3,16,4,17,5,18,6,19,7,20,1,12,1,12,2,14,3,14,3,15,4,16,5,16,6,17,7,18,8,19,10,21,12,23,1,14,3,15,4,16,5,17,6,19,7,20,7,20
1469713821,7,18,8,19,9,20,11,22,1,13,1,14,2,15,3,16,4,17,5,18,6,19,7,20,1,11,1,12,2,14,3,14,3,15,4,16,5,16,6,17,7,18,8,19,10,21,12,23,1,14,2,15,4,16,5,17,6,19,7,20,7,20
1469713831,7,18,8,19,9,20,11,22,1,13,1,13,2,14,3,16,4,16,5,18,6,18,7,20,11,24,1,12,2,13,2,14,3,15,4,15,4,16,5,17,6,18,7,19,9,21,11,23,1,13,2,15,3,16,4,17,6,18,7,19,7,19
1469713841,7,17,8,18,9,19,11,22,1,12,1,13,1,14,3,15,4,16,5,17,6,18,7,19,11,24,1,12,1,13,2,14,3,14,4,15,4,16,5,17,6,18,7,19,9,21,11,23,1,13,2,14,3,16,4,17,6,18,7,19,7,19
1469713851,7,17,8,18,9,19,11,22,1,12,1,13,1,14,3,15,3,16,5,17,5,18,7,19,11,24,1,12,1,13,2,14,2,14,3,15,4,16,5,17,6,18,7,19,9,21,11,23,1,13,2,14,3,16,4,16,6,18,6,19,7,19
1469713861,6,17,7,18,9,19,11,21,12,23,1,13,1,14,2,15,3,16,4,17,5,18,6,19,11,23,1,11,1,13,2,13,2,14,3,15,4,15,5,17,6,17,7,18,9,20,11,22,1,13,2,14,3,15,4,16,5,18,6,19,6,19
1469713871,6,17,7,18,8,19,11,21,12,22,1,13,1,14,2,15,3,16,4,17,5,18,6,19,10,23,1,11,1,13,1,13,2,14,3,15,4,15,5,16,5,17,6,18,8,20,11,22,1,12,1,14,2,15,3,16,5,18,6,18,6,19
1469713881,6,16,7,17,8,19,10,21,12,22,1,13,1,13,2,15,3,16,4,17,5,18,6,19,10,23,1,11,1,12,1,13,2,14,3,14,3,15,4,16,5,17,6,18,8,20,10,22,12,24,1,14,2,15,3,16,5,17,6,18,6,18
1469713891,6,16,7,17,8,18,10,21,12,22,1,12,1,13,2,15,3,15,4,17,5,17,6,19,10,23,11,24,1,12,1,13,2,13,3,14,3,15,4,16,5,17,6,18,8,20,10,22,12,24,1,13,2,15,3,16,5,17,5,18,6,18
1469713901,6,16,7,17,8,18,10,20,11,22,1,12,1,13,2,14,2,15,4,16,4,17,6,18,10,23,11,23,1,12,1,13,2,13,2,14,3,15,4,16,5,16,6,17,8,20,10,22,12,23,1,13,2,15,3,15,4,17,5,18,5,18
1469713911,6,16,7,17,8,18,10,20,11,21,1,12,1,13,1,14,2,15,3,16,4,17,5,18,10,23,10,23,1,12,1,12,1,13,2,14,3,15,4,16,5,16,6,17,8,19,10,21,12,23,1,13,2,14,3,15,4,17,5,18,5,18
1469713921,5,16,6,17,8,18,10,20,11,21,12,22,1,13,1,14,2,15,3,16,4,17,5,18,9,22,10,23,1,11,1,12,1,13,2,14,3,14,4,15,5,16,6,17,8,19,10,21,11,23,1,13,1,14,2,15,4,17,5,17,5,18
1469713931,5,15,6,17,7,18,10,20,11,21,12,22,1,13,1,14,2,15,3,16,4,17,5,18,9,22,10,23,1,11,1,12,1,13,2,13,3,14,4,15,4,16,5,17,7,19,10,21,11,23,1,13,1,14,2,15,4,16,5,17,5,17
1469713941,5,15,6,16,7,17,9,20,11,21,12,22,1,12,1,14,1,15,3,16,4,17,5,18,9,22,10,23,1,11,1,12,1,12,2,13,2,14,3,15,4,16,5,17,7,19,9,21,11,23,1,13,1,14,2,15,4,16,4,17,5,17
1469713951,5,15,6,16,7,17,9,19,11,20,11,21,12,22,1,14,1,14,2,16,3,16,4,18,9,22,10,23,11,24,1,11,1,12,1,13,2,14,3,15,4,15,5,16,7,18,9,21,11,22,1,12,1,13,2,14,3,16,4,17,4,17
1469713961,3,15,4,16,5,17,8,19,9,20,10,21,11,22,1,12,1,13,2,14,3,15,4,16,9,21,9,22,11,23,1,11,1,12,1,13,2,13,3,14,4,15,5,16,7,18,9,20,11,22,1,12,1,13,2,14,3,16,4,17,4,17
1469713971,3,14,4,15,5,16,7,18,9,20,10,21,11,22,1,12,1,13,2,14,3,15,4,16,8,21,9,21,10,23,11,23,1,12,1,13,1,13,3,14,3,15,4,16,6,18,9,20,10,22,12,23,1,13,1,14,3,15,4,16,4,16
1469713981,2,14,4,15,5,16,7,18,9,20,10,21,11,21,1,12,1,13,2,14,3,15,4,16,8,20,9,21,10,22,11,23,1,11,1,12,1,13,2,14,3,15,4,16,6,18,8,20,10,22,12,23,1,13,1,14,3,15,3,16,4,16
1469713991,2,14,3,15,4,16,7,18,8,19,9,20,10,21,1,11,1,12,2,13,3,14,4,15,8,20,9,20,10,22,11,22,1,11,1,12,1,13,2,14,3,15,4,16,6,18,8,20,10,22,11,23,1,13,1,14,2,15,3,16,3,16
1469714001,2,13,3,14,4,15,6,18,8,19,9,20,10,21,11,22,1,12,1,13,2,14,3,15,8,20,9,20,10,22,10,22,1,11,1,12,1,12,2,14,3,14,4,15,6,17,8,19,10,21,11,23,12,24,1,13,2,15,3,16,3,16
1469714011,1,13,3,14,4,15,6,18,8,19,9,20,9,21,11,22,1,12,1,13,2,14,3,15,8,19,8,20,10,21,10,22,1,11,1,12,1,12,2,13,3,14,4,15,6,17,8,19,10,21,11,23,12,24,1,13,2,15,3,16,3,16
1469714021,1,13,2,14,4,15,6,17,7,19,8,20,9,20,10,22,1,11,1,12,2,13,3,15,7,19,8,20,9,21,10,22,1,11,1,12,1,12,2,13,3,14,4,15,6,17,8,19,9,21,11,22,12,24,1,13,2,15,2,15,3,16
1469714031,1,13,2,14,3,15,5,17,7,18,8,19,9,20,10,21,1,11,1,12,2,13,3,14,7,19,8,19,9,21,10,21,1,10,1,11,1,12,2,13,2,14,3,15,5,17,8,19,9,21,11,22,12,23,1,13,1,14,2,15,2,15
1469714041,1,12,2,13,3,14,5,17,7,18,8,19,8,20,10,21,1,11,1,12,2,13,3,14,7,18,8,19,9,20,10,21,1,10,1,11,1,12,1,13,2,14,3,15,5,17,7,19,9,21,11,22,12,23,13,24,1,14,2,15,2,15
1469714051,1,12,2,13,3,14,5,16,7,18,7,19,8,20,10,21,10,22,1,12,1,12,3,14,7,18,8,19,9,20,9,21,10,21,1,11,1,12,1,13,2,13,3,14,5,16,7,19,9,20,10,22,12,23,13,24,1,14,2,15,2,15
1469714061,1,12,2,13,3,14,5,16,6,18,7,19,8,19,9,21,10,21,1,12,1,12,2,14,7,18,7,19,9,20,9,21,10,21,1,11,1,11,1,12,2,13,3,14,5,16,7,18,9,20,10,22,11,23,12,24,1,14,2,15,2,15
1469714071,1,12,2,13,3,14,5,16,6,17,7,18,8,19,9,20,10,21,1,11,1,12,2,13,7,18,7,19,8,20,9,20,10,21,1,11,1,11,1,12,2,13,3,14,5,16,7,18,9,20,10,21,11,23,12,24,1,14,1,15,1,15
1469714081,1,11,2,13,2,14,5,16,6,17,7,18,8,19,9,20,10,21,1,11,1,12,2,13,6,18,7,18,8,20,9,20,10,21,10,22,1,11,1,12,1,13,2,14,4,16,7,18,8,20,10,21,11,22,12,23,1,13,1,14,1,14
1469714091,1,11,2,12,3,13,5,16,6,17,7,18,8,19,9,20,10,21,1,11,1,12,2,13,6,17,7,18,8,19,9,20,9,21,10,22,11,22,1,12,1,13,2,14,4,16,6,18,8,20,10,21,11,22,12,23,1,13,1,14,1,14
1469714101,1,11,1,12,2,13,5,15,6,17,7,18,8,18,9,20,10,21,1,11,1,12,2,13,6,17,7,18,8,19,9,20,9,21,10,21,11,22,1,12,1,13,2,14,4,16,6,18,8,19,9,21,11,22,12,23,1,13,1,14,1,14
1469714111,1,11,1,12,2,13,4,15,6,17,7,17,7,18,9,20,9,20,1,11,1,11,2,13,6,17,7,18,8,19,8,20,9,20,10,21,11,22,1,12,1,12,2,13,4,15,6,18,8,19,9,21,10,22,11,23,1,13,1,14,1,14
1469714121,1,11,1,12,2,13,4,15,5,16,6,17,7,18,8,19,9,20,1,11,1,11,1,12,6,17,6,18,8,19,8,19,9,20,10,21,10,22,1,11,1,12,2,13,4,15,6,17,8,19,9,21,10,22,11,23,1,13,1,14,1,14
1469714131,1,11,1,12,2,13,4,15,5,16,6,17,7,18,8,19,9,20,10,21,1,11,1,12,6,17,6,17,7,19,8,19,9,20,10,21,10,21,1,11,1,12,1,13,4,15,6,17,7,19,9,20,10,22,11,22,1,13,1,13,1,13
1469714141,1,10,1,12,2,13,4,15,5,16,6,17,7,18,8,19,9,20,10,21,1,11,1,12,5,16,6,17,7,18,8,19,9,20,10,21,10,21,1,11,1,12,1,13,3,15,5,17,7,19,9,20,10,21,11,22,1,12,1,13,1,13
1469714151,10,23,1,11,1,12,3,15,5,16,6,17,6,18,8,19,9,20,10,21,11,22,1,12,5,16,6,17,7,18,8,19,8,19,9,20,10,21,11,22,1,12,1,13,3,15,5,17,7,18,8,20,10,21,11,22,12,24,1,13,1,13
1469714161,10,23,1,11,1,12,3,14,5,16,5,17,6,17,8,19,8,20,10,21,10,22,1,12,5,16,6,17,7,18,7,19,8,19,9,20,10,21,11,22,1,11,1,12,3,14,5,17,7,18,8,20,9,21,10,22,12,23,1,13,1,13
1469714171,10,23,1,11,1,12,3,14,4,16,5,16,6,17,7,19,8,19,10,21,10,21,1,11,5,16,5,17,7,18,7,18,8,19,9,20,9,21,10,22,1,11,1,12,3,14,5,16,7,18,8,20,9,21,10,22,12,23,1,13,1,13
1469714181,10,23,1,11,1,12,3,14,4,15,5,16,6,17,7,18,8,19,9,20,10,21,1,11,4,16,5,16,6,18,7,18,8,19,9,20,9,20,10,21,11,22,1,12,2,14,5,16,6,18,8,19,9,20,10,21,12,23,1,12,1,12
1469714191,10,22,1,11,1,12,3,14,4,15,5,16,6,17,7,18,8,19,9,20,10,21,1,11,4,16,5,16,6,18,7,18,8,19,8,20,9,20,10,21,11,22,1,12,2,14,4,16,6,18,8,19,9,20,10,21,11,23,1,12,1,12
1469714201,9,22,1,11,1,12,3,14,4,15,5,16,6,17,7,18,8,19,9,20,10,21,1,11,4,15,5,16,6,17,7,18,7,19,8,20,9,20,10,21,11,22,1,12,2,14,4,16,6,18,7,19,9,20,10,21,11,23,1,12,1,12
1469714211,9,22,1,10,1,12,3,14,4,15,5,16,6,17,7,18,8,19,9,20,10,21,1,11,4,15,5,16,6,17,7,18,7,19,8,19,9,20,10,21,10,22,1,11,2,14,4,16,6,17,7,19,8,20,9,21,11,23,1,12,1,12
1469714221,9,22,10,23,1,11,3,14,4,15,5,16,6,17,7,18,8,19,9,20,10,21,1,11,4,15,5,16,6,17,6,18,7,18,8,19,9,20,10,21,10,22,1,11,2,13,4,15,6,17,7,19,8,20,9,21,11,22,12,23,12,23
1469714231,9,22,10,23,1,11,2,13,4,15,5,16,5,16,7,18,7,18,9,20,9,20,11,22,4,15,4,16,6,17,6,18,7,18,8,19,8,20,9,21,10,21,1,11,1,13,4,15,5,17,7,18,8,20,9,21,11,22,11,23,12,23
1469714241,9,21,10,23,1,11,2,13,4,15,4,15,5,16,6,18,7,18,9,20,9,20,10,22,4,15,4,16,5,17,6,17,7,18,8,19,8,19,9,21,10,21,1,11,2,13,4,15,5,17,7,18,8,19,9,20,11,22,11,23,12,23
1469714251,9,21,10,22,1,11,2,13,3,14,4,15,5,16,6,17,7,18,8,19,9,20,10,21,3,15,4,15,5,17,6,17,7,18,7,19,8,19,9,20,10,21,1,11,1,13,3,15,5,17,7,18,8,19,9,20,10,22,11,23,11,23
1469714261,9,21,10,22,1,11,2,13,3,14,4,15,5,16,6,17,7,18,8,19,9,20,10,21,3,14,4,15,5,16,6,17,6,18,7,19,8,19,9,20,10,21,11,22,1,13,3,15,5,17,6,18,8,19,9,20,10,22,11,22,11,23
1469714271,8,21,10,22,1,11,2,13,3,14,4,15,5,16,6,17,7,18,8,19,9,20,10,21,3,14,4,15,5,16,6,17,6,18,7,18,8,19,9,20,9,21,11,22,1,13,3,15,5,16,6,18,8,19,8,20,10,22,11,22,11,23
1469714281,8,21,9,22,1,10,2,13,3,14,4,15,5,16,6,17,7,18,8,19,9,20,10,21,3,14,4,15,5,16,5,17,6,17,7,18,8,19,9,20,9,21,10,22,1,12,3,14,5,16,6,18,7,19,8,20,10,21,11,22,11,22
1469714291,8,21,9,22,10,23,1,13,3,14,4,15,4,15,6,17,7,18,8,19,9,20,10,21,3,14,3,15,5,16,5,17,6,17,7,18,7,19,8,20,9,20,10,22,1,12,3,14,5,16,6,17,7,19,8,20,10,21,11,22,11,22
1469714301,8,21,9,22,10,23,1,12,3,14,3,15,4,15,6,17,6,17,8,19,8,19,10,21,3,14,3,15,4,16,5,16,6,17,7,18,7,19,8,20,9,20,10,21,1,12,3,14,4,16,6,17,7,18,8,19,10,21,10,22,11,22
1469714311,8,20,9,22,10,23,1,12,2,14,3,14,4,15,5,16,6,17,7,19,8,19,9,20,2,14,3,14,4,16,5,16,6,17,6,18,7,18,8,19,9,20,10,21,1,12,3,14,4,16,6,17,7,18,8,19,9,21,10,22,10,22
1469714321,8,20,9,21,10,22,1,12,2,13,3,14,4,15,5,16,6,17,7,18,8,19,9,20,2,14,3,14,4,15,5,16,5,17,6,18,7,18,8,19,9,20,10,21,1,12,2,14,4,16,6,17,7,18,8,19,9,21,10,22,10,22
1469714331,7,20,9,21,10,22,1,12,2,13,3,14,4,15,5,16,6,17,7,18,8,19,9,20,2,13,3,14,4,15,5,16,5,17,6,18,7,18,8,19,8,20,10,21,1,12,2,14,4,15,5,17,7,18,7,19,9,21,10,21,10,22
1469714341,7,20,9,21,10,22,1,12,2,13,3,14,3,15,5,16,6,17,7,18,8,19,9,20,2,13,3,14,4,15,4,16,5,16,6,17,7,18,8,19,8,20,9,21,1,11,2,13,4,15,5,17,6,18,7,19,9,20,10,21,10,21
1469714351,7,20,8,21,9,22,1,12,2,13,2,14,3,15,5,16,5,17,7,18,7,19,9,20,2,13,2,14,4,15,4,16,5,16,6,17,6,18,7,19,8,19,9,20,1,11,2,13,4,15,5,16,6,18,7,19,9,20,10,21,10,21
1469714361,7,20,8,21,9,22,1,11,1,13,2,14,3,14,4,16,5,16,7,18,7,18,9,20,2,13,2,14,3,15,4,15,5,16,6,17,6,17,7,19,8,19,9,20,1,11,2,13,4,15,5,16,6,17,7,18,9,20,10,21,10,21
1469714371,7,20,8,21,9,22,1,11,1,13,2,13,3,14,4,15,5,16,6,18,7,18,8,20,1,13,2,13,3,15,4,15,5,16,5,17,6,17,7,18,8,19,9,20,1,11,2,13,3,15,5,16,6,17,7,18,9,20,9,21,10,21
1469714381,7,19,8,21,9,22,1,11,1,12,2,13,3,14,4,15,5,16,6,17,7,18,8,19,1,12,2,13,3,14,4,15,4,16,5,17,6,17,7,18,8,19,9,20,11,22,1,13,3,15,5,16,6,17,7,18,8,20,9,21,9,21
1469714391,6,19,8,20,9,21,1,11,1,12,2,13,3,14,4,15,5,16,6,17,7,18,8,19,1,12,2,13,3,14,4,15,4,16,5,16,6,17,7,18,7,19,9,20,11,22,1,13,3,14,4,16,6,17,7,18,8,20,9,20,9,21
1469714401,6,19,8,20,9,21,11,23,1,12,2,13,2,14,4,15,4,16,6,17,6,18,8,19,1,12,2,13,3,14,3,15,4,15,5,16,6,17,7,18,7,18,8,20,10,22,1,13,3,14,4,16,5,17,6,18,8,19,9,20,9,20
1469714411,6,19,7,20,8,21,11,23,1,12,1,13,2,14,3,15,4,16,6,17,6,18,8,19,1,12,1,13,2,14,3,14,3,15,5,16,5,17,6,18,7,18,8,19,10,21,1,12,3,14,4,15,5,17,6,17,8,19,9,20,9,20
1469714421,6,19,7,20,8,21,10,23,1,12,1,13,2,13,3,15,4,15,5,17,6,17,7,19,1,12,1,12,2,14,3,14,3,15,4,16,5,16,6,17,7,18,8,19,10,21,1,12,2,14,4,15,5,16,6,17,8,19,9,20,9,20
